,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
943,0 days 01:28:03.525000,RUS,63,0 days 00:01:37.460000,15.0,2.0,,,0 days 00:00:30.812000,0 days 00:00:42.616000,0 days 00:00:24.032000,0 days 01:26:56.832000,0 days 01:27:39.448000,0 days 01:28:03.480000,229.0,259.0,288.0,321.0,True,HARD,2.0,True,Mercedes,0 days 01:26:26.065000,2023-03-05 15:27:27.914,1,9.0,False,,False,True
944,0 days 01:29:41.358000,RUS,63,0 days 00:01:37.833000,16.0,2.0,,,0 days 00:00:30.880000,0 days 00:00:42.883000,0 days 00:00:24.070000,0 days 01:28:34.360000,0 days 01:29:17.243000,0 days 01:29:41.313000,223.0,256.0,289.0,325.0,False,HARD,3.0,True,Mercedes,0 days 01:28:03.525000,2023-03-05 15:29:05.374,1,8.0,False,,False,True
945,0 days 01:31:19.962000,RUS,63,0 days 00:01:38.604000,17.0,2.0,,,0 days 00:00:30.903000,0 days 00:00:43.462000,0 days 00:00:24.239000,0 days 01:30:12.216000,0 days 01:30:55.678000,0 days 01:31:19.917000,224.0,250.0,293.0,313.0,False,HARD,4.0,True,Mercedes,0 days 01:29:41.358000,2023-03-05 15:30:43.207,1,8.0,False,,False,True
946,0 days 01:32:58.389000,RUS,63,0 days 00:01:38.427000,18.0,2.0,,,0 days 00:00:30.995000,0 days 00:00:43.299000,0 days 00:00:24.133000,0 days 01:31:50.912000,0 days 01:32:34.211000,0 days 01:32:58.344000,230.0,247.0,282.0,308.0,False,HARD,5.0,True,Mercedes,0 days 01:31:19.962000,2023-03-05 15:32:21.811,1,7.0,False,,False,True
947,0 days 01:34:36.901000,RUS,63,0 days 00:01:38.512000,19.0,2.0,,,0 days 00:00:31.276000,0 days 00:00:43.188000,0 days 00:00:24.048000,0 days 01:33:29.620000,0 days 01:34:12.808000,0 days 01:34:36.856000,,246.0,282.0,299.0,False,HARD,6.0,True,Mercedes,0 days 01:32:58.389000,2023-03-05 15:34:00.238,1,7.0,False,,False,True
948,0 days 01:36:15.479000,RUS,63,0 days 00:01:38.578000,20.0,2.0,,,0 days 00:00:31.282000,0 days 00:00:43.216000,0 days 00:00:24.080000,0 days 01:35:08.138000,0 days 01:35:51.354000,0 days 01:36:15.434000,229.0,242.0,283.0,,False,HARD,7.0,True,Mercedes,0 days 01:34:36.901000,2023-03-05 15:35:38.750,1,7.0,False,,False,True
949,0 days 01:37:54.034000,RUS,63,0 days 00:01:38.555000,21.0,2.0,,,0 days 00:00:31.287000,0 days 00:00:43.084000,0 days 00:00:24.184000,0 days 01:36:46.721000,0 days 01:37:29.805000,0 days 01:37:53.989000,,247.0,283.0,302.0,False,HARD,8.0,True,Mercedes,0 days 01:36:15.479000,2023-03-05 15:37:17.328,1,7.0,False,,False,True
950,0 days 01:39:32.472000,RUS,63,0 days 00:01:38.438000,22.0,2.0,,,0 days 00:00:31.313000,0 days 00:00:42.999000,0 days 00:00:24.126000,0 days 01:38:25.302000,0 days 01:39:08.301000,0 days 01:39:32.427000,,247.0,283.0,305.0,False,HARD,9.0,True,Mercedes,0 days 01:37:54.034000,2023-03-05 15:38:55.883,1,7.0,False,,False,True
951,0 days 01:41:11.245000,RUS,63,0 days 00:01:38.773000,23.0,2.0,,,0 days 00:00:31.278000,0 days 00:00:43.405000,0 days 00:00:24.090000,0 days 01:40:03.705000,0 days 01:40:47.110000,0 days 01:41:11.200000,227.0,242.0,282.0,308.0,False,HARD,10.0,True,Mercedes,0 days 01:39:32.472000,2023-03-05 15:40:34.321,1,7.0,False,,False,True
952,0 days 01:42:49.888000,RUS,63,0 days 00:01:38.643000,24.0,2.0,,,0 days 00:00:31.298000,0 days 00:00:43.348000,0 days 00:00:23.997000,0 days 01:41:42.498000,0 days 01:42:25.846000,0 days 01:42:49.843000,,246.0,282.0,306.0,False,HARD,11.0,True,Mercedes,0 days 01:41:11.245000,2023-03-05 15:42:13.094,1,7.0,False,,False,True
